course_department;course_code;professor;time;course_title;completed;total_entrolled;lab_section_content;clear_and_organized;instructor_established_rapport;coordination_with_lectures;the_course_as_a_whole;instructor_was_accessible;instructor_was_challenging;amount_learned;instructor_feedback;relevance_and_usefulness_of_homework;instuctors_interest;quiz_section_content;instructor_was_knowledgeable;instructors_effectiveness;instructors_contribution;grading_techniques;instructor_overall;effectiveness_of_format;tailoring_instruction_to_skills;textbook_overall;instructor_was_enthusiastic;quiz_section_as_a_whole;procedures_and_skills_taught;the_course_content;the_lab_section_as_a_whole;rotation_and_studio_as_a_whole
EMBA;511;elizabeth umphress;au13;NULL;35;43;NULL;NULL;NULL;NULL;4.03;NULL;NULL;4.53;NULL;NULL;4.7;NULL;NULL;4.07;4.18;4.35;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.03;NULL;NULL
EMBA;512;david burgstahler;wi14;NULL;38;46;NULL;NULL;NULL;NULL;3.06;NULL;NULL;3.25;NULL;NULL;3.73;NULL;NULL;2.68;3.05;3.42;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.25;NULL;NULL
EMBA;512;david burgstahler;wi14;NULL;30;43;NULL;NULL;NULL;NULL;4.0;NULL;NULL;4.13;NULL;NULL;4.17;NULL;NULL;3.97;4.17;3.23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.06;NULL;NULL
EMBA;520;jonathan karpoff;au13;NULL;31;42;NULL;NULL;NULL;NULL;4.83;NULL;NULL;4.64;NULL;NULL;4.85;NULL;NULL;4.8;4.83;4.59;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.73;NULL;NULL
EMBA;520;jonathan karpoff;au14;NULL;34;45;NULL;NULL;NULL;NULL;4.76;NULL;NULL;4.63;NULL;NULL;4.76;NULL;NULL;4.76;4.85;4.36;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.73;NULL;NULL
EMBA;520;aaron burt;au13;NULL;9;42;NULL;NULL;NULL;NULL;4.86;NULL;NULL;4.86;NULL;NULL;4.86;NULL;NULL;4.86;4.86;4.86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.86;NULL;NULL
EMBA;520;jonathan karpoff;au13;NULL;17;28;NULL;NULL;NULL;NULL;4.22;NULL;NULL;4.4;NULL;NULL;4.56;NULL;NULL;4.7;4.65;4.14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.22;NULL;NULL
EMBA;520;jonathan karpoff;au14;NULL;27;44;NULL;NULL;NULL;NULL;4.83;NULL;NULL;4.83;NULL;NULL;4.89;NULL;NULL;4.86;4.86;4.66;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.85;NULL;NULL
EMBA;521;christina fong;wi14;NULL;34;46;NULL;NULL;NULL;NULL;4.0;NULL;NULL;3.88;NULL;NULL;4.69;NULL;NULL;4.14;4.5;3.9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.97;NULL;NULL
EMBA;521;christina fong;wi14;NULL;30;43;NULL;NULL;NULL;NULL;3.88;NULL;NULL;4.23;NULL;NULL;4.75;NULL;NULL;3.93;4.0;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.14;NULL;NULL
EMBA;521;christina fong;wi14;NULL;14;14;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.5;NULL;NULL;4.5;NULL;NULL;4.25;4.72;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
EMBA;529;dwight drake;wi14;NULL;40;46;NULL;NULL;NULL;NULL;4.85;NULL;NULL;4.81;NULL;NULL;4.81;NULL;NULL;4.91;4.93;4.76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.89;NULL;NULL
EMBA;529;dwight drake;au14;NULL;40;40;NULL;NULL;NULL;NULL;4.63;NULL;NULL;4.63;NULL;NULL;4.63;NULL;NULL;4.79;4.88;4.66;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.63;NULL;NULL
EMBA;529;william ayer;sp14;NULL;32;42;NULL;NULL;NULL;NULL;4.97;NULL;NULL;4.77;NULL;NULL;4.91;NULL;NULL;4.93;4.93;4.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.93;NULL;NULL
EMBA;529;dwight drake;wi14;NULL;40;43;NULL;NULL;NULL;NULL;4.93;NULL;NULL;4.88;NULL;NULL;4.89;NULL;NULL;4.94;4.96;4.76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.88;NULL;NULL
EMBA;529;dwight drake;au14;NULL;25;33;NULL;NULL;NULL;NULL;3.8;NULL;NULL;3.67;NULL;NULL;4.22;NULL;NULL;4.2;4.61;3.86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.75;NULL;NULL
EMBA;529;william ayer;sp14;NULL;20;28;NULL;NULL;NULL;NULL;4.94;NULL;NULL;4.91;NULL;NULL;4.79;NULL;NULL;4.83;4.83;4.71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.91;NULL;NULL
EMBA;530;mark hillier;wi14;NULL;29;42;NULL;NULL;NULL;NULL;4.25;NULL;NULL;4.31;NULL;NULL;4.69;NULL;NULL;4.45;4.59;4.13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.23;NULL;NULL
EMBA;530;mark hillier;wi14;NULL;21;28;NULL;NULL;NULL;NULL;4.22;NULL;NULL;4.08;NULL;NULL;4.13;NULL;NULL;4.44;4.55;4.05;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
EMBA;531;debra glassman;au13;NULL;32;42;NULL;NULL;NULL;NULL;3.41;NULL;NULL;3.56;NULL;NULL;3.6;NULL;NULL;3.23;3.7;3.59;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.8;NULL;NULL
EMBA;531;debra glassman;au14;NULL;35;45;NULL;NULL;NULL;NULL;3.55;NULL;NULL;3.73;NULL;NULL;3.44;NULL;NULL;3.55;3.65;3.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.65;NULL;NULL
EMBA;531;debra glassman;au13;NULL;19;28;NULL;NULL;NULL;NULL;3.18;NULL;NULL;3.33;NULL;NULL;2.86;NULL;NULL;2.88;3.19;2.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.44;NULL;NULL
EMBA;531;debra glassman;au14;NULL;27;45;NULL;NULL;NULL;NULL;3.65;NULL;NULL;3.78;NULL;NULL;3.45;NULL;NULL;3.44;3.69;3.15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.77;NULL;NULL
EMBA;532;dan turner;sp14;NULL;17;46;NULL;NULL;NULL;NULL;4.0;NULL;NULL;4.1;NULL;NULL;4.61;NULL;NULL;4.4;4.56;3.9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.85;NULL;NULL
EMBA;532;natalie mizik;sp13;NULL;29;41;NULL;NULL;NULL;NULL;3.71;NULL;NULL;3.44;NULL;NULL;3.77;NULL;NULL;3.8;3.89;3.27;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.71;NULL;NULL
EMBA;532;dan turner;sp14;NULL;20;43;NULL;NULL;NULL;NULL;4.0;NULL;NULL;3.9;NULL;NULL;4.21;NULL;NULL;4.5;4.55;3.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
EMBA;532;natalie mizik;sp13;NULL;23;28;NULL;NULL;NULL;NULL;4.22;NULL;NULL;4.09;NULL;NULL;4.38;NULL;NULL;4.22;4.54;3.95;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.05;NULL;NULL
EMBA;533;michael wagner;wi14;NULL;33;42;NULL;NULL;NULL;NULL;4.2;NULL;NULL;4.18;NULL;NULL;4.38;NULL;NULL;4.38;4.27;3.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.13;NULL;NULL
EMBA;533;michael wagner;wi14;NULL;22;28;NULL;NULL;NULL;NULL;4.04;NULL;NULL;4.14;NULL;NULL;4.2;NULL;NULL;4.33;4.65;3.95;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.11;NULL;NULL
EMBA;534;scott reynolds;sp14;NULL;28;46;NULL;NULL;NULL;NULL;3.75;NULL;NULL;3.56;NULL;NULL;3.83;NULL;NULL;3.83;3.94;3.21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.55;NULL;NULL
EMBA;534;scott reynolds;sp13;NULL;31;41;NULL;NULL;NULL;NULL;4.09;NULL;NULL;4.07;NULL;NULL;4.05;NULL;NULL;4.14;4.11;3.91;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
EMBA;534;scott reynolds;sp14;NULL;18;43;NULL;NULL;NULL;NULL;4.25;NULL;NULL;4.23;NULL;NULL;4.6;NULL;NULL;4.68;4.68;4.33;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
EMBA;534;scott reynolds;sp13;NULL;27;28;NULL;NULL;NULL;NULL;4.13;NULL;NULL;4.13;NULL;NULL;4.29;NULL;NULL;4.46;4.54;3.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.11;NULL;NULL
EMBA;540;kathryn dewenter;sp14;NULL;31;42;NULL;NULL;NULL;NULL;3.6;NULL;NULL;3.5;NULL;NULL;3.79;NULL;NULL;3.65;3.88;3.85;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.61;NULL;NULL
EMBA;540;kathryn dewenter;sp13;NULL;27;33;NULL;NULL;NULL;NULL;3.82;NULL;NULL;3.75;NULL;NULL;4.11;NULL;NULL;3.88;4.11;3.85;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.81;NULL;NULL
EMBA;540;kathryn dewenter;sp14;NULL;16;28;NULL;NULL;NULL;NULL;3.5;NULL;NULL;3.5;NULL;NULL;3.64;NULL;NULL;3.64;3.75;3.38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.72;NULL;NULL
EMBA;540;kathryn dewenter;sp13;NULL;25;25;NULL;NULL;NULL;NULL;3.32;NULL;NULL;3.27;NULL;NULL;3.75;NULL;NULL;3.56;3.69;3.32;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.4;NULL;NULL
EMBA;540;stephan siegel;sp13;NULL;16;16;NULL;NULL;NULL;NULL;4.83;NULL;NULL;4.61;NULL;NULL;4.77;NULL;NULL;4.77;4.83;4.77;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.7;NULL;NULL
EMBA;540;stephan siegel;sp14;NULL;14;14;NULL;NULL;NULL;NULL;4.0;NULL;NULL;4.1;NULL;NULL;3.93;NULL;NULL;4.14;4.8;4.07;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
EMBA;542;oliver rutz;wi14;NULL;33;42;NULL;NULL;NULL;NULL;3.73;NULL;NULL;3.56;NULL;NULL;3.8;NULL;NULL;3.56;3.82;3.21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.8;NULL;NULL
EMBA;542;oliver rutz;wi14;NULL;25;28;NULL;NULL;NULL;NULL;3.18;NULL;NULL;3.0;NULL;NULL;3.0;NULL;NULL;3.29;3.45;2.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.15;NULL;NULL
EMBA;551;michael johnson;sp14;NULL;25;42;NULL;NULL;NULL;NULL;3.95;NULL;NULL;3.95;NULL;NULL;4.4;NULL;NULL;4.33;4.35;3.94;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.95;NULL;NULL
EMBA;551;h steensma;sp14;NULL;26;42;NULL;NULL;NULL;NULL;4.14;NULL;NULL;4.18;NULL;NULL;4.35;NULL;NULL;4.5;4.5;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.08;NULL;NULL
EMBA;551;h steensma;sp13;NULL;25;33;NULL;NULL;NULL;NULL;4.72;NULL;NULL;4.54;NULL;NULL;4.61;NULL;NULL;4.76;4.76;4.35;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.54;NULL;NULL
EMBA;551;michael johnson;sp13;NULL;29;33;NULL;NULL;NULL;NULL;4.53;NULL;NULL;4.36;NULL;NULL;4.31;NULL;NULL;4.53;4.65;4.09;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.31;NULL;NULL
EMBA;551;h steensma;sp14;NULL;17;28;NULL;NULL;NULL;NULL;4.29;NULL;NULL;4.25;NULL;NULL;4.2;NULL;NULL;4.56;4.56;4.19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.29;NULL;NULL
EMBA;551;michael johnson;sp14;NULL;20;28;NULL;NULL;NULL;NULL;4.27;NULL;NULL;4.17;NULL;NULL;4.32;NULL;NULL;4.41;4.59;3.93;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.33;NULL;NULL
EMBA;551;h steensma;sp13;NULL;23;25;NULL;NULL;NULL;NULL;4.33;NULL;NULL;4.27;NULL;NULL;4.68;NULL;NULL;4.54;4.71;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.09;NULL;NULL
EMBA;551;michael johnson;sp13;NULL;22;25;NULL;NULL;NULL;NULL;4.81;NULL;NULL;4.77;NULL;NULL;4.85;NULL;NULL;4.85;4.89;4.65;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.81;NULL;NULL
EMBA;551;h steensma;wi14;NULL;14;14;NULL;NULL;NULL;NULL;4.72;NULL;NULL;4.21;NULL;NULL;4.63;NULL;NULL;4.5;4.36;4.72;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
EMBA;553;suresh kotha;sp14;NULL;22;42;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.17;NULL;NULL;4.17;NULL;NULL;3.83;3.8;3.94;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.83;NULL;NULL
EMBA;553;suresh kotha;sp13;NULL;12;33;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.83;NULL;NULL;4.9;NULL;NULL;4.83;4.95;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.75;NULL;NULL
EMBA;553;suresh kotha;sp14;NULL;8;28;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.38;NULL;NULL;4.17;NULL;NULL;4.17;4.5;3.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.17;NULL;NULL
EMBA;553;suresh kotha;sp13;NULL;20;25;NULL;NULL;NULL;NULL;4.06;NULL;NULL;4.17;NULL;NULL;4.5;NULL;NULL;4.5;4.59;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.33;NULL;NULL
EMBA;558;suresh kotha;sp14;NULL;17;42;NULL;NULL;NULL;NULL;2.63;NULL;NULL;2.36;NULL;NULL;2.5;NULL;NULL;2.14;2.5;3.21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.21;NULL;NULL
EMBA;558;suresh kotha;sp13;NULL;23;33;NULL;NULL;NULL;NULL;4.44;NULL;NULL;4.31;NULL;NULL;4.71;NULL;NULL;4.31;4.62;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.33;NULL;NULL
EMBA;558;charles hill;au14;NULL;20;40;NULL;NULL;NULL;NULL;4.67;NULL;NULL;4.82;NULL;NULL;4.64;NULL;NULL;4.59;4.79;4.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.73;NULL;NULL
EMBA;558;suresh kotha;sp14;NULL;19;28;NULL;NULL;NULL;NULL;4.31;NULL;NULL;4.25;NULL;NULL;4.13;NULL;NULL;4.55;4.6;3.86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.22;NULL;NULL
EMBA;558;suresh kotha;sp13;NULL;21;25;NULL;NULL;NULL;NULL;4.44;NULL;NULL;4.35;NULL;NULL;4.55;NULL;NULL;4.63;4.63;4.55;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.44;NULL;NULL
EMBA;558;charles hill;au14;NULL;12;33;NULL;NULL;NULL;NULL;4.95;NULL;NULL;4.95;NULL;NULL;4.75;NULL;NULL;4.9;5.0;4.71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.83;NULL;NULL
EMBS;105;jeffrey bosch;wi14;NULL;16;16;NULL;NULL;NULL;NULL;3.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;3.94;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.85;NULL;NULL
EMBS;110;andrew sloss;sp13;NULL;10;11;NULL;NULL;NULL;NULL;4.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
EMBSYS;110;andrew sloss;sp14;NULL;14;0;NULL;NULL;NULL;NULL;4.36;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.63;4.72;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
ENGL;108;amanda hobmeier;au13;Writing Ready: Preparing for College Writing;15;18;NULL;NULL;NULL;NULL;4.29;NULL;NULL;4.0;NULL;NULL;4.38;NULL;NULL;4.42;4.56;4.29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.94;NULL;NULL
ENGL;108;vinnie oliveri;au14;Writing Ready: Preparing for College Writing;10;12;NULL;NULL;NULL;NULL;4.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.79;4.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
ENGL;108;jane wong;au13;Writing Ready: Preparing for College Writing;17;17;NULL;NULL;NULL;NULL;4.85;NULL;NULL;4.79;NULL;NULL;4.97;NULL;NULL;4.97;5.0;4.85;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.65;NULL;NULL
ENGL;108;elizabeth janssen;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.88;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.67;NULL;NULL
ENGL;108;carrie matthews;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.83;NULL;NULL;4.7;NULL;NULL;4.61;NULL;NULL;4.77;4.88;4.61;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
ENGL;108;shane mccoy;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.88;4.94;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.67;NULL;NULL
ENGL;108;r allen baros;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.83;NULL;NULL;4.77;NULL;NULL;4.93;NULL;NULL;4.88;4.88;4.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.28;NULL;NULL
ENGL;108;heather arvidson;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.94;4.94;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.79;NULL;NULL
ENGL;108;su-ching wang;au13;Writing Ready: Preparing for College Writing;15;15;NULL;NULL;NULL;NULL;4.06;NULL;NULL;3.75;NULL;NULL;4.14;NULL;NULL;4.25;4.56;4.13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.94;NULL;NULL
ENGL;108;milan vidakovic;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.79;NULL;NULL
ENGL;108;elizabeth brown;au13;Writing Ready: Preparing for College Writing;16;17;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.07;NULL;NULL;4.33;NULL;NULL;4.25;4.61;3.36;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.93;NULL;NULL
ENGL;108;julie dykema;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.79;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.88;4.94;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.67;NULL;NULL
ENGL;108;alissa bourbonnais;au13;Writing Ready: Preparing for College Writing;15;17;NULL;NULL;NULL;NULL;4.82;NULL;NULL;4.75;NULL;NULL;4.96;NULL;NULL;4.96;5.0;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.67;NULL;NULL
ENGL;108;elizabeth brown;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.3;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.93;NULL;NULL
ENGL;108;jodi thompson;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.61;NULL;NULL;4.5;NULL;NULL;4.61;NULL;NULL;4.88;4.88;4.77;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.1;NULL;NULL
ENGL;108;ct mexica;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.1;NULL;NULL;4.5;NULL;NULL;4.17;4.61;3.11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.93;NULL;NULL
ENGL;108;dan zhu;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;4.94;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
ENGL;108;john m webster;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.88;NULL;NULL;4.56;NULL;NULL;4.88;NULL;NULL;4.93;4.88;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.7;NULL;NULL
ENGL;108;anthony manganaro;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.79;4.79;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
ENGL;108;julie dykema;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.36;NULL;NULL;4.5;NULL;NULL;4.77;NULL;NULL;4.83;4.88;4.61;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
ENGL;108;jen malone;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;3.9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.75;4.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.0;NULL;NULL
ENGL;108;maya smorodinsky;au13;Writing Ready: Preparing for College Writing;14;14;NULL;NULL;NULL;NULL;4.63;NULL;NULL;4.17;NULL;NULL;4.13;NULL;NULL;4.36;4.63;4.21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.06;NULL;NULL
ENGL;108;milan vidakovic;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.88;NULL;NULL;4.83;NULL;NULL;4.97;NULL;NULL;4.93;5.0;4.93;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.83;NULL;NULL
ENGL;108;norah fahim;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;3.93;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;4.08;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL
ENGL;108;lillian campbell;au13;Writing Ready: Preparing for College Writing;15;15;NULL;NULL;NULL;NULL;4.42;NULL;NULL;4.08;NULL;NULL;4.56;NULL;NULL;4.67;4.67;4.33;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.08;NULL;NULL
ENGL;108;jessica campbell;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.88;4.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.93;NULL;NULL
ENGL;108;nicole peters;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.77;NULL;NULL;4.77;NULL;NULL;4.83;NULL;NULL;4.83;4.83;4.77;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.77;NULL;NULL
ENGL;108;sunao fukunaga;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.3;4.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.17;NULL;NULL
ENGL;108;jennifer zinchuk;au13;Writing Ready: Preparing for College Writing;15;15;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.19;NULL;NULL;4.56;NULL;NULL;4.75;4.82;4.43;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
ENGL;108;jane wong;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.88;4.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.67;NULL;NULL
ENGL;108;rene boullet;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.3;NULL;NULL;3.75;NULL;NULL;4.36;NULL;NULL;4.21;4.5;3.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.7;NULL;NULL
ENGL;108;emily bald;au14;Writing Ready: Preparing for College Writing;12;12;NULL;NULL;NULL;NULL;4.64;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.95;4.95;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.21;NULL;NULL
ENGL;108;erik jaccard;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.61;NULL;NULL;4.5;NULL;NULL;4.83;NULL;NULL;4.93;4.93;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.39;NULL;NULL
ENGL;108;nicole peters;au14;Writing Ready: Preparing for College Writing;11;12;NULL;NULL;NULL;NULL;4.38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.71;4.81;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.86;NULL;NULL
ENGL;108;sunao fukunaga;au13;Writing Ready: Preparing for College Writing;17;17;NULL;NULL;NULL;NULL;4.09;NULL;NULL;3.92;NULL;NULL;4.56;NULL;NULL;4.25;4.56;4.06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.86;NULL;NULL
ENGL;108;vinnie oliveri;au13;Writing Ready: Preparing for College Writing;16;16;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.0;NULL;NULL;4.25;NULL;NULL;4.33;4.61;3.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
ENGL;108;roger chao;au14;Writing Ready: Preparing for College Writing;12;12;NULL;NULL;NULL;NULL;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.9;4.95;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.64;NULL;NULL
ENGL;108;tesla schaeffer;au14;Writing Ready: Preparing for College Writing;10;10;NULL;NULL;NULL;NULL;4.21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.88;4.79;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.17;NULL;NULL
ENGL;109;caleb knapp;au13;Introductory Composition;10;12;NULL;NULL;NULL;NULL;4.79;NULL;NULL;4.88;NULL;NULL;4.88;NULL;NULL;4.88;4.88;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.21;NULL;NULL
